time,CPI,wage,equity index dividend yield,equity price index,10 year,3 month
1980/4/15,80.9,2242.7,6.18,102.18,12.01,10.68
1980/3/15,80.1,2243.3,5.71,112.5,12.109,14.35
1980/2/15,79,2231.2,5.39,115.12,11.093,14.63
1980/1/15,78,2217.9,5.58,107.94,10.475,11.92
1979/12/15,76.9,2192.4,5.61,105.83,,12.36
1979/11/15,76,2167.5,5.7,102.57,,11.85
1979/10/15,75.2,2144.7,5.29,108.56,,12.02
1979/9/15,74.4,2124.3,5.17,109.32,,10.18
1979/8/15,73.7,2105.3,5.39,104.17,,9.74
1979/7/15,73,2086.5,5.41,101.99,,9.15
1979/6/15,72.2,2055,5.49,99.17,,8.93
1979/5/15,71.4,2039.2,5.31,101.68,,9.58
1979/4/15,70.6,2025.4,5.27,100.9,,9.53
1979/3/15,69.9,2020.2,5.41,96.9,,9.41
1979/2/15,69.2,1998.1,5.07,99.96,,9.42
1979/1/15,68.5,1979.7,5.19,96.11,,9.29
1978/12/15,67.9,1961.7,5.09,96.28,,9.19
1978/11/15,67.5,1940.6,5.01,96.85,,8.99
1978/10/15,67.1,1925.9,4.73,102.96,,8.73
1978/9/15,66.5,1901.9,4.65,103.68,,7.77
1978/8/15,65.9,1888.9,4.75,100.66,,7.53
1978/7/15,65.5,1871.3,5.01,95.09,,6.71
1978/6/15,65,1851.2,4.9,97.35,,7
1978/5/15,64.5,1832.7,4.82,97.67,,6.64
1978/4/15,63.9,1817.9,5.29,88.46,,6.34
1978/3/15,63.4,1794.5,5.32,87.19,,6.47
1978/2/15,63,1773,4.98,89.93,,6.39
1978/1/15,62.7,1757.1,4.66,95.1,,6.39
1977/12/15,62.3,1753.3,4.6,94.69,,6.14
1977/11/15,62,1737.7,4.72,91.35,,6.03
1977/10/15,61.6,1714,4.42,96.74,,6.14
1977/9/15,61.3,1691.1,4.41,96.83,,5.89
1977/8/15,61.1,1674.3,4.27,99.12,,5.56
1977/7/15,60.8,1659.7,4.22,100.1,,5.38
1977/6/15,60.5,1641,4.33,96.93,,4.97
1977/5/15,60.2,1628.7,4.19,98.93,,5.01
1977/4/15,60,1615.2,4.1,99.21,,4.7
1977/3/15,59.6,1596.6,4,100.66,,4.53
1977/2/15,59.3,1580.6,3.83,102.54,,4.67
1977/1/15,58.7,1562.7,3.56,107,,4.62
1976/12/15,58.4,1564,3.67,102.49,,4.35
1976/11/15,58.1,1552.5,3.61,103.1,,4.35
1976/10/15,57.9,1532.4,3.56,104.17,,4.92
1976/9/15,57.6,1524.3,3.53,104.06,,5.08
1976/8/15,57.3,1514.6,3.57,103.19,,5.14
1976/7/15,57,1502.5,3.45,103.59,,5.23
1976/6/15,56.7,1485.7,3.57,99.85,,5.41
1976/5/15,56.4,1477.6,3.49,100.92,,5.2
1976/4/15,56.1,1468.9,3.36,102.24,,4.86
1976/3/15,56,1460.4,3.43,100.02,,5
1976/2/15,55.9,1454.3,3.37,100.87,,4.88
1976/1/15,55.8,1444.1,3.72,90.19,,4.87
1975/12/15,55.6,1429.3,3.66,90.67,,5.44
1975/11/15,55.3,1419.9,3.77,88.09,,5.48
1975/10/15,54.9,1410.9,4.06,82.93,,5.96
1975/9/15,54.6,1396.4,3.85,86.88,,6.42
1975/8/15,54.2,1385.9,3.79,87.99,,6.44
1975/7/15,54,1369.9,3.48,94.85,,6.13
1975/6/15,53.5,1372.9,3.5,92.58,,5.34
1975/5/15,53.1,1341.4,3.67,88.1,,5.23
1975/4/15,53,1328.3,3.93,82.64,,5.61
1975/3/15,52.8,1321.6,3.9,83.03,,5.49
1975/2/15,52.6,1316.2,4.22,77.82,,5.5
1975/1/15,52.3,1310,4.83,68.56,,6.26
1974/12/15,51.9,1302.9,4.83,68.11,,7.15
1974/11/15,51.5,1293.7,4.39,73.88,,7.47
1974/10/15,51,1291.5,5.04,63.39,,7.46
1974/9/15,50.6,1276.5,4.33,72.15,,8.06
1974/8/15,49.9,1265.3,3.97,78.75,,8.96
1974/7/15,49.3,1258,3.42,86.02,,7.55
1974/6/15,49,1242.2,3.31,89.1,,7.9
1974/5/15,48.6,1231,3.23,92.22,,8.23
1974/4/15,48.1,1217.9,3.17,93.25,,8.33
1974/3/15,47.8,1210.3,3.09,95.53,,7.96
1974/2/15,47.3,1204.6,3.07,95.32,,7.12
1974/1/15,46.8,1198.3,2.95,97.55,,7.77
1973/12/15,46.3,1196.5,3.02,93.9,,7.45
1973/11/15,45.9,1190.2,2.63,107.69,,7.83
1973/10/15,45.6,1177.8,2.55,108.21,,7.22
1973/9/15,45.2,1160.9,2.6,104.25,,8.29
1973/8/15,45,1149.6,2.51,106.83,,8.67
1973/7/15,44.2,1139.6,2.55,102.9,,8.01
1973/6/15,44.2,1132.2,2.53,103.93,,7.19
1973/5/15,43.9,1122.8,2.46,107.1,,6.36
1973/4/15,43.7,1112.8,2.39,110.18,,6.26
1973/3/15,43.4,1102.2,2.36,111.05,,6.09
1973/2/15,43,1093.6,2.3,114.76,,5.6
1973/1/15,42.7,1084.1,2.36,118.05,,5.41
1972/12/15,42.5,1085,2.3,117.38,,5.07
1972/11/15,42.4,1078.1,,112.67,,4.78
1972/10/15,42.2,1063.9,,110.16,,4.74
1972/9/15,42.1,1038.9,,111.51,,4.66
1972/8/15,41.9,1030.6,,108.4,,4.02
1972/7/15,41.8,1018.1,,107.49,,3.98
1972/6/15,41.7,1007.8,,109.69,,3.91
1972/5/15,41.6,1004.3,,106.69,,3.69
1972/4/15,41.5,998.3,,107.48,,3.71
1972/3/15,41.4,994,,107.35,,3.73
1972/2/15,41.4,987.6,,104.01,,3.2
1972/1/15,41.2,976.3,,101.67,,3.38
1971/12/15,41.1,968.1,,95.54,,
1971/11/15,41,957.8,,92.8,,
1971/10/15,40.9,950.2,,98.93,,
1971/9/15,40.8,945.8,,99.07,,
1971/8/15,40.7,941.6,,95.96,,
1971/7/15,40.6,934.1,,99.78,,
1971/6/15,40.5,942.7,,100.2,,
1971/5/15,40.3,921.7,,103.29,,
1971/4/15,40.1,914.7,,100.39,,
1971/3/15,40,908.2,,97,,
1971/2/15,39.9,902.6,,96.42,,
1971/1/15,39.9,898.2,,92.15,,
1970/12/15,39.8,888,,87.47,,
1970/11/15,39.6,881.5,,83.51,,
1970/10/15,39.4,879.3,,84.32,,
1970/9/15,39.2,879.2,,80.95,,
1970/8/15,39,873.8,,77.02,,
1970/7/15,38.9,869,,73.04,,
1970/6/15,38.8,859.2,,77.84,,
1970/5/15,38.6,858.3,,81.44,,
1970/4/15,38.5,861.4,,90.07,,
1970/3/15,38.3,846.7,,89.71,,
1970/2/15,38.1,841.8,,85.75,,
1970/1/15,37.9,836.8,,92.06,,
1969/12/15,37.7,832.1,,93.22,,
1969/11/15,37.5,826.8,,97.15,,
1969/10/15,37.3,822.9,,92.52,,
1969/9/15,37.1,818,,95.51,,
1969/8/15,36.9,812.8,,93.47,,
1969/7/15,36.8,805.2,,98.08,,
1969/6/15,36.6,796.8,,102.94,,
1969/5/15,36.4,790.4,,103.51,,
1969/4/15,36.3,784.1,,101.42,,
1969/3/15,36.1,777.8,,98.38,,
1969/2/15,35.8,770.8,,102.89,,
1969/1/15,35.7,765.4,,103.86,,
1968/12/15,35.6,761.6,,108.12,,
1968/11/15,35.4,757.1,,103.06,,
1968/10/15,35.3,751.4,,102.86,,
1968/9/15,35.1,746.8,,98.86,,
1968/8/15,35,741.1,,97.28,,
1968/7/15,34.9,735,,99.4,,
1968/6/15,34.7,728.3,,99.99,,
1968/5/15,34.5,722.9,,97.97,,
1968/4/15,34.4,716.7,,92.48,,
1968/3/15,34.3,710.8,,89.11,,
1968/2/15,34.2,702.6,,92.56,,
1968/1/15,34.1,694.5,,96.47,,
1967/12/15,34,689.9,,94.5,,
1967/11/15,33.9,682.8,,92.71,,
1967/10/15,33.7,676.5,,96.32,,
1967/9/15,33.6,674.8,,93.68,,
1967/8/15,33.5,672.4,,95.37,,
1967/7/15,33.4,667.5,,90.91,,
1967/6/15,33.3,661.6,,90.23,,
1967/5/15,33.1,656.9,,93.87,,
1967/4/15,33.1,654.5,,89.24,,
1967/3/15,33,654,,87.68,,
1967/2/15,33,649.7,,86.43,,
1967/1/15,32.9,648.3,,80.33,,
1966/12/15,32.92,642.1,,80.08,,
1966/11/15,32.88,641.1,,80.81,,
1966/10/15,32.85,636.3,,74.9,,
1966/9/15,32.75,631.7,,77.7,,
1966/8/15,32.65,626.2,,82.31,,
1966/7/15,32.45,620.8,,85.61,,
1966/6/15,32.38,617,,86.1,,
1966/5/15,32.35,612.4,,90.9,,
1966/4/15,32.28,609.7,,89.94,,
1966/3/15,32.18,607.7,,90.06,,
1966/2/15,32.08,603.4,,92.16,,
1966/1/15,31.88,598.3,,92.18,,
1965/12/15,31.85,595.8,,91.5,,
1965/11/15,31.75,590.5,,92.23,,
1965/10/15,31.65,585,,89.9,,
1965/9/15,31.62,587.9,,87.17,,
1965/8/15,31.55,572.9,,85.42,,
1965/7/15,31.58,570.4,,84.48,,
1965/6/15,31.61,566.2,,87.72,,
1965/5/15,31.48,563.1,,89.23,,
1965/4/15,31.38,558.9,,86.32,,
1965/3/15,31.31,555.4,,87.25,,
1965/2/15,31.28,552.2,,87.58,,
1965/1/15,31.28,551.8,,84.75,,
1964/12/15,31.25,547.5,,83.55,,
1964/11/15,31.21,541.3,,85.18,,
1964/10/15,31.12,537.4,,84.08,,
1964/9/15,31.08,536.7,,82.18,,
1964/8/15,31.05,533.7,,83,,
1964/7/15,31.02,529.6,,82.27,,
1964/6/15,31.01,526.6,,80.11,,
1964/5/15,30.98,523.9,,80.17,,
1964/4/15,30.95,520.6,,79.24,,
1964/3/15,30.94,517,,77.97,,
1964/2/15,30.91,514.3,,76.97,,
1964/1/15,30.94,511.6,,75.02,,
1963/12/15,30.88,508.4,,,,
1963/11/15,30.78,503.7,,,,
1963/10/15,30.75,502.1,,,,
1963/9/15,30.72,498.2,,,,
1963/8/15,30.75,495,,,,
1963/7/15,30.69,492.5,,,,
1963/6/15,30.61,491.4,,,,
1963/5/15,30.51,487.8,,,,
1963/4/15,30.48,485.1,,,,
1963/3/15,30.51,483.7,,,,
1963/2/15,30.48,482,,,,
1963/1/15,30.44,484.2,,,,
1962/12/15,30.38,480.1,,,,
1962/11/15,30.38,478.1,,,,
1962/10/15,30.38,475.6,,,,
1962/9/15,30.42,473.8,,,,
1962/8/15,30.28,471.3,,,,
1962/7/15,30.22,470,,,,
1962/6/15,30.21,468.2,,,,
1962/5/15,30.24,466.9,,,,
1962/4/15,30.21,466.1,,,,
1962/3/15,30.17,463.3,,,,
1962/2/15,30.11,459.6,,,,
1962/1/15,30.04,456.3,,,,
1961/12/15,30.01,456,,,,
1961/11/15,29.98,453.3,,,,
1961/10/15,29.98,449.1,,,,
1961/9/15,29.98,444.9,,,,
1961/8/15,29.94,443.8,,,,
1961/7/15,29.92,443.3,,,,
1961/6/15,29.84,441,,,,
1961/5/15,29.84,436.6,,,,
1961/4/15,29.81,433.1,,,,
1961/3/15,29.84,432.3,,,,
1961/2/15,29.84,430.9,,,,
1961/1/15,29.84,428.8,,,,
1960/12/15,29.81,424.6,,,,
1960/11/15,29.78,426.7,,,,
1960/10/15,29.75,427.2,,,,
1960/9/15,29.61,425.5,,,,
1960/8/15,29.61,424.6,,,,
1960/7/15,29.55,424.1,,,,
1960/6/15,29.61,422.9,,,,
1960/5/15,29.57,422.5,,,,
1960/4/15,29.54,421,,,,
1960/3/15,29.41,418,,,,
1960/2/15,29.41,417,,,,
1960/1/15,29.37,416.3,,,,
1959/12/15,29.41,414.7,,,,
1959/11/15,29.35,410.3,,,,
1959/10/15,29.35,407,,,,
1959/9/15,29.25,405.3,,,,
1959/8/15,29.18,404.1,,,,
1959/7/15,29.15,405.7,,,,
1959/6/15,29.11,405.2,,,,
1959/5/15,29.04,402.7,,,,
1959/4/15,28.98,400.1,,,,
1959/3/15,28.97,396.9,,,,
1959/2/15,29,394.1,,,,
1959/1/15,29.01,392.1,,,,
1958/12/15,28.97,,,,,
1958/11/15,28.95,,,,,
1958/10/15,28.91,,,,,
1958/9/15,28.91,,,,,
1958/8/15,28.94,,,,,
1958/7/15,28.89,,,,,
1958/6/15,28.91,,,,,
1958/5/15,28.94,,,,,
1958/4/15,28.94,,,,,
1958/3/15,28.87,,,,,
1958/2/15,28.7,,,,,
1958/1/15,28.64,,,,,
1957/12/15,28.47,,,,,
1957/11/15,28.41,,,,,
1957/10/15,28.32,,,,,
1957/9/15,28.32,,,,,
1957/8/15,28.28,,,,,
1957/7/15,28.19,,,,,
1957/6/15,28.11,,,,,
1957/5/15,28,,,,,
1957/4/15,27.93,,,,,
1957/3/15,27.86,,,,,
1957/2/15,27.8,,,,,
1957/1/15,27.67,,,,,
1956/12/15,27.63,,,,,
1956/11/15,27.51,,,,,
1956/10/15,27.51,,,,,
1956/9/15,27.35,,,,,
1956/8/15,27.31,,,,,
1956/7/15,27.29,,,,,
1956/6/15,27.15,,,,,
1956/5/15,27.03,,,,,
1956/4/15,26.93,,,,,
1956/3/15,26.89,,,,,
1956/2/15,26.86,,,,,
1956/1/15,26.83,,,,,
1955/12/15,26.87,,,,,
1955/11/15,26.88,,,,,
1955/10/15,26.82,,,,,
1955/9/15,26.85,,,,,
1955/8/15,26.72,,,,,
1955/7/15,26.76,,,,,
1955/6/15,26.71,,,,,
1955/5/15,26.77,,,,,
1955/4/15,26.79,,,,,
1955/3/15,26.79,,,,,
1955/2/15,26.82,,,,,
1955/1/15,26.77,,,,,
1954/12/15,26.77,,,,,
1954/11/15,26.78,,,,,
1954/10/15,26.72,,,,,
1954/9/15,26.81,,,,,
1954/8/15,26.85,,,,,
1954/7/15,26.86,,,,,
1954/6/15,26.94,,,,,
1954/5/15,26.93,,,,,
1954/4/15,26.86,,,,,
1954/3/15,26.93,,,,,
1954/2/15,26.99,,,,,
1954/1/15,26.94,,,,,
1953/12/15,26.87,,,,,
1953/11/15,26.85,,,,,
1953/10/15,26.95,,,,,
1953/9/15,26.89,,,,,
1953/8/15,26.85,,,,,
1953/7/15,26.79,,,,,
1953/6/15,26.77,,,,,
1953/5/15,26.7,,,,,
1953/4/15,26.69,,,,,
1953/3/15,26.63,,,,,
1953/2/15,26.59,,,,,
1953/1/15,26.64,,,,,
1952/12/15,26.71,,,,,
1952/11/15,26.69,,,,,
1952/10/15,26.69,,,,,
1952/9/15,26.63,,,,,
1952/8/15,26.69,,,,,
1952/7/15,26.68,,,,,
1952/6/15,26.53,,,,,
1952/5/15,26.47,,,,,
1952/4/15,26.46,,,,,
1952/3/15,26.39,,,,,
1952/2/15,26.41,,,,,
1952/1/15,26.45,,,,,
1951/12/15,26.47,,,,,
1951/11/15,26.32,,,,,
1951/10/15,26.16,,,,,
1951/9/15,26.03,,,,,
1951/8/15,25.86,,,,,
1951/7/15,25.91,,,,,
1951/6/15,25.93,,,,,
1951/5/15,25.99,,,,,
1951/4/15,25.92,,,,,
1951/3/15,25.88,,,,,
1951/2/15,25.83,,,,,
1951/1/15,25.38,,,,,
1950/12/15,24.98,,,,,
1950/11/15,24.6,,,,,
1950/10/15,24.5,,,,,
1950/9/15,24.34,,,,,
1950/8/15,24.2,,,,,
1950/7/15,24.07,,,,,
1950/6/15,23.88,,,,,
1950/5/15,23.77,,,,,
1950/4/15,23.65,,,,,
1950/3/15,23.64,,,,,
1950/2/15,23.61,,,,,
1950/1/15,23.51,,,,,
