time,CPI,wage,equity index dividend yield,equity price index,10 year,3 month,cpi_1,w_1,ey_1,ed_1,lt_3,st_1,st_2,st_3,st_4
2013/12/15,0.005157463,0.007400151,0.020234022,0.102837162,0.027683621,0.000700041,-0.012833871,0.000052117,0.107378682,-0.00170597,0.007911131,0.000500038,0.000300028,0,0.00020002
2014/3/15,0.004470996,0.02057521,0.020535041,0.024893109,0.027221519,0.000500021,4.0169E-05,0.013175059,-0.077944053,0.000301019,0.009074144,-0.00020002,0.000300018,0.000100008,-0.00020002
2014/6/15,0.004743596,0.014402248,0.0204347,0.042931523,0.025122412,0.000400013,-0.006032452,-0.006172962,0.018038414,-0.000100341,-0.000482027,-0.000100008,-0.000300028,0.00020001,0
2014/9/15,0.002084247,0.012670546,0.020033352,0.040727907,0.023736799,0.000200003,-0.007362806,-0.001731702,-0.002203616,-0.000401348,-0.003946822,-0.00020001,-0.000300018,-0.000500038,0
2014/12/15,-0.004404025,0.010169763,0.019832688,0.024992887,0.022481989,0.000400013,-0.009662925,-0.002500783,-0.01573502,-0.000200664,-0.00473953,0.00020001,0,-0.000100008,-0.000300028
2015/3/15,-0.002558529,0.005449861,0.019832688,0.031142863,0.020193888,0.000300008,-0.014382827,-0.004719902,0.006149976,0,-0.004928524,-0.000100005,0.000100005,-0.000100005,-0.000200013
2015/6/15,0.00663108,0.016339805,0.020535041,-0.002673102,0.021398043,0.000100001,-0.004195236,0.010889944,-0.033815965,0.000702353,-0.002338756,-0.000200007,-0.000300012,-0.000100002,-0.000300012
2015/9/15,0.000277985,0.00764099,0.022943729,-0.093705161,0.020324326,-1.00E-04,-0.015302739,-0.008698815,-0.091032059,0.002408688,-0.002157663,-0.0002,-0.000400007,-0.000500012,-0.000300002
2015/12/15,0.002324318,0.009642403,0.021237475,0.098638869,0.022331429,0.001600213,-0.011595072,0.002001413,0.19234403,-0.001706254,0.002137541,0.001700212,0.001500212,0.001300205,0.0012002
2016/3/15,-0.000508316,0.001741042,0.02264259,-0.059106928,0.016592891,0.002100368,-0.020901548,-0.007901361,-0.157745797,0.001405115,-0.004805152,0.000500155,0.002200367,0.002000367,0.00180036
2016/6/15,0.008435609,0.007478544,0.021638903,0.06115197,0.016602919,0.002600563,-0.014160359,0.005737502,0.120258898,-0.001003687,-0.003721407,0.000500195,0.00100035,0.002700562,0.002500562
